idx,Action
24705,Doing other things
53109,Doing other things
29143,Turning Hand Clockwise
121742,Swiping Left
95219,Doing other things
26520,No gesture
112254,Doing other things
65732,Doing other things
22073,Doing other things
4664,Thumb Up
10962,No gesture
133342,No gesture
107304,Sliding Two Fingers Up
143596,Sliding Two Fingers Down
17828,Swiping Left
134931,Stop Sign
133482,Doing other things
61430,Doing other things
46411,Turning Hand Clockwise
143556,Doing other things
129688,Sliding Two Fingers Up
55799,Doing other things
96728,Sliding Two Fingers Up
144773,Sliding Two Fingers Up
144684,Thumb Up
23853,Doing other things
20647,Sliding Two Fingers Down
131947,Thumb Up
9717,Thumb Up
43739,Swiping Left
124411,Stop Sign
110353,Sliding Two Fingers Down
47417,Thumb Up
77437,Sliding Two Fingers Up
25895,Thumb Up
124593,Sliding Two Fingers Down
30414,Sliding Two Fingers Down
133241,Sliding Two Fingers Up
142008,Thumb Up
41139,Thumb Up
54586,Stop Sign
120362,Thumb Up
91328,Thumb Up
91040,Turning Hand Clockwise
113460,No gesture
124969,Swiping Left
11988,Sliding Two Fingers Down
9916,Doing other things
29306,Sliding Two Fingers Up
82828,Turning Hand Clockwise
16757,Turning Hand Clockwise
95806,No gesture
120619,Thumb Up
100089,Sliding Two Fingers Up
128166,Turning Hand Clockwise
49162,Swiping Right
7541,Swiping Left
39885,Swiping Right
103812,Thumb Up
3886,Sliding Two Fingers Down
140322,Sliding Two Fingers Down
13629,Thumb Up
1460,No gesture
82191,Swiping Right
141109,Sliding Two Fingers Up
132542,Swiping Left
42639,Turning Hand Clockwise
6890,Sliding Two Fingers Up
16709,Sliding Two Fingers Down
140523,Thumb Up
91562,No gesture
24201,Doing other things
130706,Doing other things
128431,Swiping Left
143157,Sliding Two Fingers Down
80740,Doing other things
2354,Sliding Two Fingers Up
126755,Swiping Right
136818,Turning Hand Clockwise
49262,Doing other things
100702,Sliding Two Fingers Up
23899,Doing other things
90303,Thumb Up
76027,Swiping Right
3582,No gesture
2325,No gesture
4543,Thumb Up
36358,No gesture
92539,Stop Sign
101005,No gesture
90724,Swiping Left
67933,Swiping Right
34653,Stop Sign
60115,Sliding Two Fingers Down
145755,Turning Hand Clockwise
36387,Stop Sign
96155,Stop Sign
142842,Doing other things
59671,Sliding Two Fingers Down
48894,No gesture
19758,Swiping Left
127216,Sliding Two Fingers Down
74048,Doing other things
138308,No gesture
41751,Thumb Up
5733,No gesture
22961,Doing other things
139510,Stop Sign
76244,Doing other things
88742,Sliding Two Fingers Up
113274,Sliding Two Fingers Up
83826,Sliding Two Fingers Up
42975,Sliding Two Fingers Up
25671,Swiping Right
15155,Swiping Left
65207,Swiping Right
134085,Doing other things
23251,No gesture
38019,No gesture
43501,Stop Sign
12995,Stop Sign
46314,Sliding Two Fingers Up
83108,Doing other things
13756,Sliding Two Fingers Up
129334,Sliding Two Fingers Up
93697,No gesture
136519,Sliding Two Fingers Up
97059,Doing other things
1856,Turning Hand Clockwise
109042,Swiping Left
115826,Sliding Two Fingers Up
140207,Doing other things
97137,Doing other things
3732,Stop Sign
23059,Stop Sign
42512,Doing other things
34770,Sliding Two Fingers Up
34178,Swiping Right
75449,No gesture
25609,Sliding Two Fingers Up
58212,Doing other things
77947,Sliding Two Fingers Up
29671,Doing other things
122812,Doing other things
143566,Stop Sign
147054,Sliding Two Fingers Up
70100,Swiping Left
147565,Doing other things
74756,Stop Sign
111736,Turning Hand Clockwise
53832,Thumb Up
97915,No gesture
104216,Turning Hand Clockwise
26571,Doing other things
30546,Doing other things
16442,Doing other things
32735,No gesture
27666,Turning Hand Clockwise
27217,Swiping Left
72740,Thumb Up
64750,Doing other things
30467,Doing other things
7833,Doing other things
41077,Swiping Right
63719,Doing other things
85473,Doing other things
120474,Thumb Up
111587,Thumb Up
72682,Swiping Right
146530,Stop Sign
113398,Sliding Two Fingers Up
137953,Doing other things
54903,Doing other things
65258,Swiping Left
74699,Doing other things
120931,Doing other things
11967,Thumb Up
83140,Sliding Two Fingers Up
57939,No gesture
130192,Sliding Two Fingers Up
37061,Sliding Two Fingers Up
89777,Sliding Two Fingers Up
18784,Swiping Right
109486,Swiping Right
118158,Thumb Up
116032,Sliding Two Fingers Down
95147,Sliding Two Fingers Down
112568,Doing other things
67845,Doing other things
85559,Stop Sign
23141,Sliding Two Fingers Down
21100,Stop Sign
95549,Turning Hand Clockwise
78150,Turning Hand Clockwise
91638,Turning Hand Clockwise
94204,Doing other things
94989,No gesture
131395,No gesture
139097,Turning Hand Clockwise
67411,Swiping Left
74776,Doing other things
138671,Doing other things
113020,Turning Hand Clockwise
133078,Thumb Up
3727,Sliding Two Fingers Down
12971,Sliding Two Fingers Up
50375,Sliding Two Fingers Down
44261,Sliding Two Fingers Down
46142,Doing other things
33149,Doing other things
2476,Doing other things
70952,Doing other things
83748,Turning Hand Clockwise
59510,Thumb Up
50421,Swiping Right
2001,Sliding Two Fingers Down
78251,Swiping Left
66084,Stop Sign
35830,No gesture
47109,Doing other things
11564,Swiping Right
82925,Doing other things
24361,Doing other things
41765,No gesture
37871,Sliding Two Fingers Down
72903,Stop Sign
124687,Turning Hand Clockwise
132218,Doing other things
113492,Sliding Two Fingers Up
137197,Swiping Right
98725,Stop Sign
7389,Turning Hand Clockwise
80639,Turning Hand Clockwise
15912,Swiping Left
33156,No gesture
51336,Doing other things
143321,Thumb Up
46547,Doing other things
45978,Doing other things
121890,Sliding Two Fingers Up
116391,Swiping Left
92703,Turning Hand Clockwise
49273,Sliding Two Fingers Up
133031,Thumb Up
4947,No gesture
2857,Thumb Up
104904,Stop Sign
81091,Doing other things
65765,Thumb Up
2794,Sliding Two Fingers Up
144050,Swiping Left
77927,Doing other things
10699,Sliding Two Fingers Down
4040,Doing other things
761,Swiping Left
138194,Doing other things
80099,Swiping Left
123999,Sliding Two Fingers Down
45480,Turning Hand Clockwise
141520,Thumb Up
112752,Swiping Right
126915,Sliding Two Fingers Down
42698,Stop Sign
122317,Swiping Left
122355,Swiping Left
98577,Swiping Left
79693,Thumb Up
50106,Swiping Right
83327,Stop Sign
84149,Doing other things
54731,Thumb Up
70605,Thumb Up
140285,Doing other things
34864,Swiping Left
71156,Sliding Two Fingers Down
113050,Doing other things
124060,Swiping Right
138223,Doing other things
138916,Swiping Left
131052,Stop Sign
141722,Doing other things
44082,Thumb Up
72494,Doing other things
30139,Stop Sign
66293,No gesture
32220,Doing other things
134165,Sliding Two Fingers Up
12878,Thumb Up
3252,No gesture
7780,Doing other things
88020,Swiping Right
24142,Thumb Up
36161,Doing other things
49281,No gesture
19021,Doing other things
34987,Sliding Two Fingers Up
134182,Swiping Right
41188,Doing other things
60635,Swiping Right
116052,Stop Sign
12984,Swiping Right
139569,Doing other things
35980,Sliding Two Fingers Down
130116,No gesture
13544,Stop Sign
21154,Doing other things
95248,Sliding Two Fingers Up
20577,Swiping Left
32151,Thumb Up
48791,Doing other things
67524,Swiping Right
43979,Thumb Up
11439,Swiping Right
5962,Sliding Two Fingers Up
64282,Thumb Up
89546,Sliding Two Fingers Up
63721,Doing other things
125255,Swiping Left
78777,Turning Hand Clockwise
141206,Swiping Right
59043,Doing other things
131689,Stop Sign
107021,Swiping Left
129683,Sliding Two Fingers Up
46317,Turning Hand Clockwise
113071,Sliding Two Fingers Down
60679,Thumb Up
22902,Turning Hand Clockwise
63258,Sliding Two Fingers Up
35558,Swiping Right
81115,Swiping Left
18001,Sliding Two Fingers Down
33935,Sliding Two Fingers Down
52378,Doing other things
121260,No gesture
24954,Turning Hand Clockwise
134180,Stop Sign
13902,Sliding Two Fingers Down
68306,Swiping Right
37007,Swiping Left
124005,Doing other things
51447,No gesture
5943,Turning Hand Clockwise
52982,Sliding Two Fingers Up
14239,Doing other things
41523,Turning Hand Clockwise
133127,Sliding Two Fingers Up
46809,Swiping Left
12612,Swiping Right
106845,Thumb Up
4062,No gesture
67071,Swiping Left
85289,Swiping Right
42235,Sliding Two Fingers Up
33246,Turning Hand Clockwise
75719,Doing other things
43169,Sliding Two Fingers Up
1906,Thumb Up
21388,Stop Sign
126801,Sliding Two Fingers Down
48565,Swiping Left
113045,Sliding Two Fingers Down
102364,Doing other things
14333,Stop Sign
66141,Sliding Two Fingers Up
104116,Doing other things
78353,Swiping Left
3135,Turning Hand Clockwise
124684,No gesture
49452,Doing other things
16914,No gesture
98929,Sliding Two Fingers Up
144623,Thumb Up
52750,Doing other things
62385,Sliding Two Fingers Down
803,Doing other things
136440,Doing other things
63352,Turning Hand Clockwise
49516,Swiping Right
51403,Turning Hand Clockwise
56665,Sliding Two Fingers Down
85619,Stop Sign
47337,Stop Sign
128182,Doing other things
47738,Stop Sign
6887,Thumb Up
81898,Sliding Two Fingers Down
126829,Sliding Two Fingers Down
14620,Swiping Right
118884,Swiping Left
137215,Swiping Right
139746,Stop Sign
11092,Turning Hand Clockwise
29625,Thumb Up
52233,Doing other things
68807,Swiping Right
42017,Sliding Two Fingers Up
119269,Swiping Right
129375,Swiping Left
113590,Sliding Two Fingers Up
101178,Doing other things
67017,No gesture
143777,Sliding Two Fingers Down
9329,Doing other things
51887,Doing other things
38904,Doing other things
76890,No gesture
113750,No gesture
15415,Sliding Two Fingers Up
20266,Turning Hand Clockwise
96745,Doing other things
66200,Doing other things
23563,Doing other things
26646,Thumb Up
68110,Sliding Two Fingers Up
46077,Doing other things
121911,Doing other things
66422,Doing other things
102756,Stop Sign
112723,Sliding Two Fingers Down
42293,Thumb Up
102328,Turning Hand Clockwise
125216,Swiping Left
28157,Stop Sign
131705,Swiping Left
136331,Stop Sign
33117,No gesture
125974,Sliding Two Fingers Down
3188,Sliding Two Fingers Down
88782,Doing other things
35430,Sliding Two Fingers Down
17919,Thumb Up
96694,Doing other things
62777,Sliding Two Fingers Down
47605,Thumb Up
40902,Stop Sign
56569,Thumb Up
50266,No gesture
6306,Thumb Up
120078,Sliding Two Fingers Down
133826,Swiping Left
141939,Sliding Two Fingers Down
74099,Sliding Two Fingers Down
141266,Turning Hand Clockwise
127889,Doing other things
102539,Turning Hand Clockwise
94510,Doing other things
84083,Swiping Left
52403,Doing other things
127363,No gesture
50935,Swiping Left
43331,Stop Sign
91705,Turning Hand Clockwise
98625,Sliding Two Fingers Up
34150,Swiping Left
119801,Swiping Left
133760,Doing other things
130073,Doing other things
9536,Sliding Two Fingers Up
30177,Swiping Right
48808,Swiping Left
136568,Thumb Up
41493,No gesture
121599,Turning Hand Clockwise
71728,Doing other things
146600,Swiping Right
51255,No gesture
104325,Thumb Up
144779,Swiping Left
111581,Swiping Right
123954,Doing other things
47707,Doing other things
101387,Doing other things
43790,Doing other things
11205,Turning Hand Clockwise
88425,Stop Sign
18283,Doing other things
99822,Sliding Two Fingers Up
38130,Swiping Left
80315,Swiping Right
132636,Doing other things
7569,Sliding Two Fingers Down
36385,Turning Hand Clockwise
73151,Stop Sign
97340,Turning Hand Clockwise
63736,Thumb Up
84829,Sliding Two Fingers Up
121858,Swiping Right
38714,Turning Hand Clockwise
7850,Sliding Two Fingers Up
87628,Stop Sign
116207,Swiping Left
56403,Swiping Left
115921,Swiping Right
120847,Stop Sign
36901,Doing other things
67199,Doing other things
59437,Doing other things
54950,Thumb Up
5177,Swiping Right
7312,Swiping Left
13200,Thumb Up
55202,Stop Sign
54405,Swiping Right
12450,Swiping Right
68568,Swiping Left
135828,Doing other things
112,Doing other things
45946,No gesture
80336,Doing other things
7041,Stop Sign
79392,Sliding Two Fingers Up
134298,Swiping Right
80579,Sliding Two Fingers Down
143829,Doing other things
123647,Thumb Up
59392,Sliding Two Fingers Up
4218,Turning Hand Clockwise
73603,Swiping Left
49261,Turning Hand Clockwise
39882,Sliding Two Fingers Down
143642,Turning Hand Clockwise
30054,Swiping Right
107232,Sliding Two Fingers Down
52943,Sliding Two Fingers Down
92619,Sliding Two Fingers Up
120291,Stop Sign
66362,No gesture
45456,Stop Sign
123299,Doing other things
118203,Turning Hand Clockwise
87471,Swiping Left
90548,Thumb Up
95509,Stop Sign
111298,Turning Hand Clockwise
39156,Doing other things
5267,Sliding Two Fingers Up
57910,Doing other things
11034,Swiping Right
136345,Stop Sign
43817,Sliding Two Fingers Up
62962,No gesture
121289,Swiping Left
7321,Thumb Up
101473,Stop Sign
83676,No gesture
72374,Sliding Two Fingers Down
137210,Doing other things
51361,Doing other things
129994,Thumb Up
85663,Thumb Up
98424,Doing other things
72077,Sliding Two Fingers Down
88382,Doing other things
56032,Doing other things
96631,Turning Hand Clockwise
14451,Sliding Two Fingers Up
42125,Doing other things
49142,No gesture
34669,Thumb Up
14297,Thumb Up
55970,Sliding Two Fingers Up
37124,Thumb Up
125856,Sliding Two Fingers Up
123152,Doing other things
81793,Swiping Left
57399,Doing other things
114740,Sliding Two Fingers Up
48168,No gesture
110863,Sliding Two Fingers Down
37958,Turning Hand Clockwise
76086,Turning Hand Clockwise
96086,Swiping Left
131071,Sliding Two Fingers Down
39083,Swiping Left
50892,Stop Sign
27366,Doing other things
141403,Doing other things
61092,Doing other things
43990,Doing other things
81886,Doing other things
95898,No gesture
108158,Sliding Two Fingers Up
17971,No gesture
122369,Doing other things
5608,Sliding Two Fingers Down
57248,Turning Hand Clockwise
20051,No gesture
117362,Swiping Right
44953,Swiping Right
90995,Doing other things
41290,Thumb Up
47912,Swiping Right
130228,Swiping Right
112553,Sliding Two Fingers Up
51277,Swiping Left
41299,Doing other things
69890,No gesture
83705,Thumb Up
117348,Stop Sign
12717,Sliding Two Fingers Down
108401,Doing other things
88664,Thumb Up
95977,Stop Sign
115022,Turning Hand Clockwise
57355,Stop Sign
145546,Sliding Two Fingers Down
46454,Swiping Right
83267,Thumb Up
129207,Swiping Right
27924,Sliding Two Fingers Up
43271,Doing other things
42620,Doing other things
81016,Doing other things
71284,Thumb Up
71331,Doing other things
28504,Swiping Left
122188,Swiping Left
14272,Stop Sign
81712,Doing other things
71100,Sliding Two Fingers Down
89218,Turning Hand Clockwise
64901,Doing other things
30367,No gesture
34164,Swiping Right
137024,Stop Sign
45108,Sliding Two Fingers Down
52508,Thumb Up
8179,Stop Sign
37027,Doing other things
63497,Doing other things
93581,Thumb Up
77091,Thumb Up
37546,Sliding Two Fingers Up
117426,Turning Hand Clockwise
52493,No gesture
128003,Swiping Left
146018,Swiping Left
125034,Doing other things
88754,No gesture
145227,Turning Hand Clockwise
109576,Sliding Two Fingers Up
92973,Doing other things
131086,Thumb Up
48641,Sliding Two Fingers Down
65691,Swiping Left
23034,Sliding Two Fingers Down
93275,Swiping Left
30264,Swiping Left
102740,Thumb Up
123430,Swiping Left
146711,Sliding Two Fingers Down
94652,Turning Hand Clockwise
54481,Doing other things
132302,Turning Hand Clockwise
123220,Thumb Up
48824,Stop Sign
65793,Stop Sign
133181,Sliding Two Fingers Down
30580,Swiping Left
94486,Stop Sign
6800,Turning Hand Clockwise
9465,Turning Hand Clockwise
145574,Thumb Up
131756,Doing other things
8692,Doing other things
96383,Doing other things
44021,Doing other things
9031,Doing other things
61268,Sliding Two Fingers Down
116793,Turning Hand Clockwise
26015,No gesture
36213,Stop Sign
79981,Doing other things
22100,Thumb Up
141073,Swiping Left
89143,Swiping Left
91462,Sliding Two Fingers Down
26860,Doing other things
18881,Doing other things
9052,No gesture
74548,No gesture
29853,Turning Hand Clockwise
47157,Thumb Up
90864,Swiping Right
24701,Sliding Two Fingers Down
76603,Thumb Up
49531,Sliding Two Fingers Up
107648,Swiping Left
63489,Thumb Up
84098,No gesture
775,Thumb Up
146195,Swiping Left
60571,Swiping Right
18193,Doing other things
98380,Sliding Two Fingers Down
37732,Thumb Up
142518,Swiping Right
103851,No gesture
115485,Sliding Two Fingers Up
75153,Turning Hand Clockwise
126985,Thumb Up
41757,No gesture
7770,Swiping Right
80221,Turning Hand Clockwise
6680,Thumb Up
40282,No gesture
121767,Doing other things
95908,Swiping Left
47489,Sliding Two Fingers Up
15508,Doing other things
45424,Sliding Two Fingers Up
120456,Doing other things
116127,Doing other things
126385,Doing other things
31323,Doing other things
92965,Doing other things
108184,Sliding Two Fingers Up
56564,Stop Sign
129234,Doing other things
124766,Doing other things
41342,Doing other things
64225,Doing other things
10430,Thumb Up
104245,Sliding Two Fingers Down
86295,Sliding Two Fingers Up
57884,Stop Sign
63004,Doing other things
120795,Sliding Two Fingers Down
2339,Sliding Two Fingers Up
55413,No gesture
19272,Turning Hand Clockwise
133096,Swiping Left
102037,Sliding Two Fingers Down
133134,Doing other things
110295,Doing other things
129745,No gesture
42051,No gesture
26412,Stop Sign
110619,Thumb Up
91612,Sliding Two Fingers Up
103682,Turning Hand Clockwise
147778,Sliding Two Fingers Down
99754,Stop Sign
140838,Turning Hand Clockwise
25047,Swiping Left
82581,Doing other things
69434,Thumb Up
145305,Swiping Left
17386,No gesture
47253,Thumb Up
1542,Swiping Left
98019,Doing other things
21040,Doing other things
105817,Sliding Two Fingers Up
113079,Thumb Up
32548,Doing other things
33155,Doing other things
58466,Doing other things
30163,Thumb Up
115032,Sliding Two Fingers Down
36321,Swiping Right
118875,Turning Hand Clockwise
132208,Doing other things
136516,Thumb Up
141233,Doing other things
40022,Swiping Left
143945,Thumb Up
132984,Sliding Two Fingers Down
142006,Thumb Up
37615,Swiping Right
113209,Stop Sign
49330,Swiping Left
71139,Sliding Two Fingers Up
112985,Sliding Two Fingers Up
114476,Swiping Left
46458,Swiping Left
82330,No gesture
33274,Thumb Up
36861,Thumb Up
100835,Sliding Two Fingers Down
70524,Thumb Up
102634,No gesture
92452,Sliding Two Fingers Up
107330,Sliding Two Fingers Down
114809,Sliding Two Fingers Up
34167,Sliding Two Fingers Down
129851,Thumb Up
129371,Turning Hand Clockwise
115416,Sliding Two Fingers Up
107044,Swiping Left
128722,Doing other things
16179,Doing other things
11219,Swiping Left
145614,Sliding Two Fingers Down
68478,Turning Hand Clockwise
38624,Sliding Two Fingers Up
52629,Turning Hand Clockwise
9610,Thumb Up
108585,Sliding Two Fingers Down
35364,No gesture
25563,Turning Hand Clockwise
143852,Turning Hand Clockwise
66919,No gesture
102394,Stop Sign
112812,No gesture
40510,No gesture
21456,Sliding Two Fingers Down
105456,Swiping Right
72593,Stop Sign
27721,Sliding Two Fingers Down
116369,Thumb Up
11581,Stop Sign
55931,Turning Hand Clockwise
53772,Turning Hand Clockwise
64589,No gesture
57025,Thumb Up
105990,No gesture
38283,Stop Sign
146990,Thumb Up
58180,Doing other things
141475,Stop Sign
114923,Swiping Right
1695,Swiping Right
143906,Doing other things
35927,Swiping Right
38306,Thumb Up
45707,Thumb Up
50941,Doing other things
143402,Thumb Up
56004,Swiping Left
14235,Doing other things
86483,No gesture
7783,Sliding Two Fingers Down
128339,Turning Hand Clockwise
29303,No gesture
15343,Swiping Left
132412,Swiping Right
97655,No gesture
20638,Sliding Two Fingers Down
121537,Doing other things
83342,Swiping Right
29403,Sliding Two Fingers Down
60357,Sliding Two Fingers Up
75717,Doing other things
5636,Doing other things
31388,Stop Sign
105546,Sliding Two Fingers Up
107621,Doing other things
88386,Doing other things
57006,Thumb Up
114660,Stop Sign
12406,Thumb Up
141805,Doing other things
22866,Doing other things
145630,Swiping Right
119979,Sliding Two Fingers Down
70631,Doing other things
90155,Doing other things
34416,Stop Sign
103295,Sliding Two Fingers Down
139291,Swiping Left
118568,No gesture
51465,Doing other things
18433,Doing other things
50735,Swiping Left
22322,Stop Sign
28630,Sliding Two Fingers Up
91451,No gesture
124025,Thumb Up
80488,No gesture
29304,Swiping Right
11561,Swiping Right
93846,Stop Sign
95889,Doing other things
41064,Stop Sign
101499,Doing other things
59164,Swiping Right
43500,Turning Hand Clockwise
111582,Doing other things
17932,Turning Hand Clockwise
142130,Swiping Left
127691,Doing other things
1397,Sliding Two Fingers Down
90781,Doing other things
144976,Doing other things
124185,Doing other things
44611,No gesture
67195,Stop Sign
18491,Doing other things
92502,Sliding Two Fingers Up
53929,No gesture
103929,No gesture
35344,Swiping Right
34084,Thumb Up
77742,Doing other things
147200,Stop Sign
96015,Thumb Up
20968,Doing other things
2450,Sliding Two Fingers Up
50343,Doing other things
130689,Swiping Right
147291,Turning Hand Clockwise
44534,Thumb Up
147869,Turning Hand Clockwise
123094,Doing other things
120,Thumb Up
4243,Doing other things
69743,Sliding Two Fingers Up
29945,Stop Sign
35438,Doing other things
17986,Turning Hand Clockwise
37101,Stop Sign
129166,Sliding Two Fingers Down
78630,Doing other things
39727,Sliding Two Fingers Down
42593,No gesture
126318,Doing other things
77205,Sliding Two Fingers Down
60944,Thumb Up
2073,Turning Hand Clockwise
35455,Turning Hand Clockwise
136734,Stop Sign
31194,Stop Sign
110744,Turning Hand Clockwise
109761,Doing other things
96068,Sliding Two Fingers Up
101174,Doing other things
119604,Swiping Right
45661,Thumb Up
119217,Stop Sign
48325,Sliding Two Fingers Up
137884,Swiping Left
21274,Swiping Right
140348,Sliding Two Fingers Up
86789,Swiping Right
20870,Sliding Two Fingers Up
120379,Stop Sign
16955,Sliding Two Fingers Down
58013,Turning Hand Clockwise
132061,Swiping Left
88084,Sliding Two Fingers Down
50050,Stop Sign
27810,Swiping Right
98878,Sliding Two Fingers Up
25321,Sliding Two Fingers Down
96393,No gesture
109674,Turning Hand Clockwise
141444,Turning Hand Clockwise
35137,Stop Sign
136633,Turning Hand Clockwise
121459,Thumb Up
83985,Doing other things
72251,Doing other things
135647,Thumb Up
88612,Sliding Two Fingers Up
27514,Doing other things
75979,Swiping Right
109939,Doing other things
44662,Thumb Up
114489,Sliding Two Fingers Down
119197,Thumb Up
139747,Doing other things
3455,No gesture
4419,Swiping Left
144349,Stop Sign
109749,Thumb Up
104201,Stop Sign
43312,Thumb Up
120493,Doing other things
96706,Swiping Left
107922,Swiping Left
44326,Doing other things
85529,Swiping Left
74089,Swiping Left
127732,Doing other things
43461,Sliding Two Fingers Down
139938,Sliding Two Fingers Up
125987,Doing other things
51926,No gesture
62776,Doing other things
34488,Stop Sign
47926,Sliding Two Fingers Up
137045,Stop Sign
36726,No gesture
84712,No gesture
84286,Swiping Left
6706,Swiping Right
114202,Stop Sign
53798,Swiping Left
24070,No gesture
6456,No gesture
104220,Doing other things
132180,Swiping Left
64258,Sliding Two Fingers Down
129596,Sliding Two Fingers Up
47469,Doing other things
32920,Swiping Left
6544,Stop Sign
27080,No gesture
23102,Doing other things
49944,Doing other things
53177,Doing other things
91218,Sliding Two Fingers Down
51906,Stop Sign
78189,Sliding Two Fingers Up
92559,Stop Sign
56418,Turning Hand Clockwise
39832,Doing other things
69476,No gesture
26914,Thumb Up
136860,Stop Sign
117906,Turning Hand Clockwise
129834,Thumb Up
106423,Swiping Right
74395,Doing other things
12595,Stop Sign
24984,Sliding Two Fingers Down
12449,Sliding Two Fingers Up
101423,No gesture
133596,No gesture
130772,Doing other things
27085,No gesture
129400,Swiping Left
140707,Swiping Left
93656,Sliding Two Fingers Down
25316,Stop Sign
145449,Stop Sign
42236,Turning Hand Clockwise
50122,Doing other things
37776,Swiping Left
39117,Stop Sign
35163,Swiping Right
125083,Stop Sign
7257,Swiping Left
64754,No gesture
24837,Sliding Two Fingers Down
55708,Doing other things
108344,Sliding Two Fingers Up
95976,Doing other things
100934,Doing other things
125872,Doing other things
124477,Sliding Two Fingers Up
39563,Thumb Up
115228,Swiping Right
84843,Sliding Two Fingers Up
52103,No gesture
127615,No gesture
1895,Sliding Two Fingers Up
144744,No gesture
77411,Sliding Two Fingers Up
123364,Swiping Right
13574,Stop Sign
86951,Stop Sign
15173,Doing other things
131427,Doing other things
121085,Doing other things
24234,Doing other things
82757,Stop Sign
89360,Sliding Two Fingers Down
29862,Thumb Up
102630,Doing other things
121870,Doing other things
144777,Sliding Two Fingers Up
66089,Thumb Up
95650,Swiping Left
103849,Doing other things
68645,Sliding Two Fingers Up
70117,Stop Sign
25159,Thumb Up
134968,Swiping Left
81975,Swiping Right
131407,Turning Hand Clockwise
75553,No gesture
147562,Sliding Two Fingers Down
45650,Swiping Right
31898,Sliding Two Fingers Up
107378,Doing other things
74343,Thumb Up
104779,Sliding Two Fingers Up
103360,Doing other things
24795,Thumb Up
455,Swiping Right
143102,Doing other things
66872,Doing other things
117980,Sliding Two Fingers Up
46229,Sliding Two Fingers Up
127200,Swiping Left
12742,Doing other things
68041,Swiping Right
70433,Doing other things
105697,Swiping Left
43715,No gesture
34976,Stop Sign
130945,Doing other things
40959,Thumb Up
137288,Swiping Left
15441,Doing other things
7929,Doing other things
42715,Doing other things
4663,Swiping Right
49217,Swiping Right
123617,Thumb Up
103062,Swiping Left
83382,Sliding Two Fingers Up
5545,Swiping Left
62742,Sliding Two Fingers Up
84493,Swiping Left
102704,Swiping Left
28077,Stop Sign
15756,Sliding Two Fingers Down
8621,Sliding Two Fingers Up
13640,Stop Sign
76852,Turning Hand Clockwise
120877,Thumb Up
115026,Stop Sign
52173,Swiping Right
101589,Sliding Two Fingers Down
54407,Turning Hand Clockwise
88488,Thumb Up
134345,Doing other things
95544,No gesture
135675,Swiping Right
541,Sliding Two Fingers Down
90570,Doing other things
7384,Sliding Two Fingers Down
29310,Doing other things
33327,Sliding Two Fingers Down
117993,Doing other things
140233,Sliding Two Fingers Down
83498,Swiping Right
83684,Sliding Two Fingers Up
8087,Turning Hand Clockwise
119002,Sliding Two Fingers Down
39952,Doing other things
26577,Doing other things
62965,Swiping Left
81696,Thumb Up
90866,Doing other things
77259,Doing other things
100850,Turning Hand Clockwise
48337,Doing other things
44390,Stop Sign
2300,Stop Sign
65245,Thumb Up
136027,Swiping Left
42950,Sliding Two Fingers Down
99474,Thumb Up
27750,No gesture
74231,Turning Hand Clockwise
145376,Swiping Left
135624,Stop Sign
7851,Sliding Two Fingers Down
93474,Doing other things
89454,Stop Sign
63224,No gesture
133200,Sliding Two Fingers Up
98063,No gesture
141823,Stop Sign
121702,Doing other things
40000,Turning Hand Clockwise
148090,Swiping Left
61672,Stop Sign
113910,Thumb Up
65193,Swiping Left
129258,No gesture
18415,No gesture
33784,Sliding Two Fingers Down
85670,Sliding Two Fingers Up
7835,Sliding Two Fingers Up
42282,Swiping Right
96019,Thumb Up
56876,Sliding Two Fingers Down
31979,Thumb Up
44525,Sliding Two Fingers Down
65,Swiping Right
58964,Doing other things
89719,Stop Sign
116906,Stop Sign
20200,Swiping Left
121966,Swiping Left
46818,Doing other things
98398,Turning Hand Clockwise
93518,Swiping Right
65758,No gesture
2988,Stop Sign
117053,Swiping Left
24853,Sliding Two Fingers Up
132512,Thumb Up
68819,Stop Sign
37910,Swiping Left
124386,Sliding Two Fingers Down
86015,Stop Sign
116707,Swiping Left
25320,Swiping Right
39087,Swiping Right
58533,Thumb Up
13862,Doing other things
43414,Thumb Up
84953,Turning Hand Clockwise
45354,No gesture
47384,Doing other things
121552,Swiping Left
77959,No gesture
127244,Thumb Up
86148,Doing other things
111909,Stop Sign
16134,Swiping Right
91969,Sliding Two Fingers Down
63568,Swiping Left
36909,No gesture
25831,Doing other things
138076,Sliding Two Fingers Down
101211,Swiping Left
118421,Swiping Right
85522,Sliding Two Fingers Up
57352,Sliding Two Fingers Down
61443,No gesture
55713,Doing other things
61321,Sliding Two Fingers Down
37386,Doing other things
33349,Sliding Two Fingers Up
65632,Doing other things
46553,Thumb Up
147541,Thumb Up
101867,No gesture
29913,Sliding Two Fingers Down
74740,No gesture
52977,Doing other things
108916,Doing other things
104988,No gesture
3217,Turning Hand Clockwise
47719,Swiping Right
97064,Doing other things
105562,Doing other things
3935,No gesture
43012,No gesture
127678,Stop Sign
31536,Thumb Up
76206,Stop Sign
49473,Doing other things
26783,No gesture
34671,Doing other things
78165,Sliding Two Fingers Up
114456,Swiping Right
50078,Doing other things
122465,Thumb Up
133267,Swiping Right
60411,Doing other things
90209,Doing other things
124142,Swiping Left
31754,Sliding Two Fingers Down
105757,Doing other things
84792,Doing other things
